ted Kingdom
S0110012,P0043,Synthetic fixture product,1,2023-11-07 11:00:00,19.7,SYN0110,Germany
S0042016,P0055,Synthetic fixture product,4,2023-11-07 11:00:00,15.18,SYN0042,Germany
S0041018,P0054,Synthetic fixture product,5,2023-11-07 11:00:00,14.64,SYN0041,France
S0026009,P0039,Synthetic fixture product,4,2023-11-07 11:00:00,12.36,SYN0026,Germany
S0037022,P0050,Synthetic fixture product,6,2023-11-07 11:00:00,8.65,SYN0037,France
S0010018,P0023,Synthetic fixture product,3,2023-11-07 11:00:00,19.3,SYN0010,Germany
S0026009,P0052,Synthetic fixture product,2,2023-11-07 12:00:00,18.08,SYN0026,Germany
S0041018,P0067,Synthetic fixture product,3,2023-11-07 12:00:00,13.08,SYN0041,France
S0037022,P0063,Synthetic fixture product,6,2023-11-07 12:00:00,9.22,SYN0037,France
S0110012,P0056,Synthetic fixture product,3,2023-11-07 12:00:00,12.94,SYN0110,Germany
S0031039,P0031,Synthetic fixture product,2,2023-11-08 10:00:00,25.28,SYN0031,Netherlands
S0077014,P0077,Synthetic fixture product,6,2023-11-08 10:00:00,13.2,SYN0077,France
S0031039,P0044,Synthetic fixture product,2,2023-11-08 11:00:00,21.75,SYN0031,Netherlands
S0077014,P0010,Synthetic fixture product,6,2023-11-08 11:00:00,19.31,SYN0077,France
S0082010,P0002,Synthetic fixture product,2,2023-11-09 10:00:00,18.16,SYN0082,Germany
S0045013,P0045,Synthetic fixture product,3,2023-11-09 10:00:00,19.04,SYN0045,France
S0000044,P0000,Synthetic fixture product,2,2023-11-09 10:00:00,8.85,SYN0000,United Kingdom
S0045013,P0058,Synthetic fixture product,2,2023-11-09 11:00:00,17.57,SYN0045,France
S0000044,P0013,Synthetic fixture product,6,2023-11-09 11:00:00,7.54,SYN0000,United Kingdom
S0082010,P0015,Synthetic fixture product,3,2023-11-09 11:00:00,21.78,SYN0082,Germany
S0000044,P0026,Synthetic fixture product,4,2023-11-09 12:00:00,5.73,SYN0000,United Kingdom
S0082010,P0028,Synthetic fixture product,6,2023-11-09 12:00:00,29.4,SYN0082,Germany
S0107014,P0027,Synthetic fixture product,5,2023-11-10 10:00:00,9.42,SYN0107,Netherlands
S0065029,P0065,Synthetic fixture product,3,2023-11-10 10:00:00,25.3,SYN0065,France
S0067024,P0067,Synthetic fixture product,1,2023-11-10 10:00:00,24.87,SYN0067,Netherlands
S0035025,P0035,Synthetic fixture product,1,2023-11-10 10:00:00,11.02,SYN0035,Netherlands
S0067024,P0000,Synthetic fixture product,4,2023-11-10 11:00:00,20.86,SYN0067,Netherlands
S0065029,P0078,Synthetic fixture product,5,2023-11-10 11:00:00,25.45,SYN0065,France
S0107014,P0040,Synthetic fixture product,1,2023-11-10 11:00:00,15.72,SYN0107,Netherlands
S0052011,P0052,Synthetic fixture product,1,2023-11-11 10:00:00,8.53,SYN0052,United Kingdom
S0017012,P0017,Synthetic fixture product,1,2023-11-11 10:00:00,9.76,SYN0017,France
S0060008,P0060,Synthetic fixture product,4,2023-11-11 10:00:00,17.13,SYN0060,United Kingdom
S0066028,P0066,Synthetic fixture product,5,2023-11-11 10:00:00,17.21,SYN0066,Germany
S0066028,P0079,Synthetic fixture product,5,2023-11-11 11:00:00,25.65,SYN0066,Germany
S0017012,P0030,Synthetic fixture product,1,2023-11-11 11:00:00,10.37,SYN0017,France
S0060008,P0073,Synthetic fixture product,1,2023-11-11 11:00:00,13.55,SYN0060,United Kingdom
S0060008,P0006,Synthetic fixture product,2,2023-11-11 12:00:00,20.21,SYN0060,United Kingdom
S0017012,P0043,Synthetic fixture product,2,2023-11-11 12:00:00,8.21,SYN0017,France
S0006024,P0006,Synthetic fixture product,6,2023-11-12 10:00:00,13.66,SYN0006,Germany
S0080012,P0000,Synthetic fixture product,4,2023-11-12 10:00:00,17.16,SYN0080,United Kingdom
S0046013,P0046,Synthetic fixture product,4,2023-11-12 10:00:00,14.81,SYN0046,Germany
S0021010,P0021,Synthetic fixture product,3,2023-11-12 10:00:00,11.58,SYN0021,France
S0011017,P0011,Synthetic fixture product,1,2023-11-12 10:00:00,15.93,SYN0011,Netherlands
S0021010,P0034,Synthetic fixture product,2,2023-11-12 11:00:00,12.94,SYN0021,France
S0046013,P0059,Synthetic fixture product,3,2023-11-12 11:00:00,21.95,SYN0046,Germany
S0011017,P0024,Synthetic fixture product,1,2023-11-12 11:00:00,24.75,SYN0011,Netherlands
S0080012,P0013,Synthetic fixture product,2,2023-11-12 11:00:00,24.91,SYN0080,United Kingdom
S0080012,P0026,Synthetic fixture product,3,2023-11-12 12:00:00,15.0,SYN0080,United Kingdom
S0046013,P0072,Synthetic fixture product,6,2023-11-12 12:00:00,23.86,SYN0046,Germany
S0040018,P0040,Synthetic fixture product,2,2023-11-13 10:00:00,14.22,SYN0040,United Kingdom
S0032037,P0032,Synthetic fixture product,1,2023-11-13 10:00:00,27.26,SYN0032,United Kingdom
S0075015,P0075,Synthetic fixture product,4,2023-11-13 10:00:00,11.78,SYN0075,Netherlands
S0062043,P0062,Synthetic fixture product,1,2023-11-13 10:00:00,19.93,SYN0062,Germany
S0040018,P0053,Synthetic fixture product,1,2023-11-13 11:00:00,13.74,SYN0040,United Kingdom
S0095032,P0015,Synthetic fixture product,1,2023-11-14 10:00:00,22.02,SYN0095,Netherlands
S0001038,P0001,Synthetic fixture product,3,2023-11-14 10:00:00,6.92,SYN0001,France
S0007020,P0007,Synthetic fixture product,1,2023-11-14 10:00:00,16.64,SYN0007,Netherlands
S0076015,P0076,Synthetic fixture product,2,2023-11-14 10:00:00,13.02,SYN0076,United Kingdom
S0097025,P0017,Synthetic fixture product,2,2023-11-14 10:00:00,15.82,SYN0097,France
S0076015,P0009,Synthetic fixture product,5,2023-11-14 11:00:00,20.71,SYN0076,United Kingdom
S0097025,P0030,Synthetic fixture product,4,2023-11-14 11:00:00,16.94,SYN0097,France
S0095032,P0028,Synthetic fixture product,4,2023-11-14 11:00:00,14.8,SYN0095,Netherlands
S0097025,P0043,Synthetic fixture product,6,2023-11-14 12:00:00,17.6,SYN0097,France
S0002033,P0002,Synthetic fixture product,1,2023-11-15 10:00:00,7.63,SYN0002,Germany
S0031040,P0031,Synthetic fixture product,2,2023-11-15 10:00:00,18.95,SYN0031,Netherlands
S0005025,P0005,Synthetic fixture product,3,2023-11-15 10:00:00,11.23,SYN0005,France
S0020011,P0020,Synthetic fixture product,4,2023-11-15 10:00:00,14.62,SYN0020,United Kingdom
S0031040,P0044,Synthetic fixture product,5,2023-11-15 11:00:00,29.35,SYN0031,Netherlands
S0002033,P0015,Synthetic fixture product,4,2023-11-15 11:00:00,13.28,SYN0002,Germany
S0020011,P0033,Synthetic fixture product,2,2023-11-15 11:00:00,13.13,SYN0020,United Kingdom
S0002033,P0028,Synthetic fixture product,6,2023-11-15 12:00:00,8.69,SYN0002,Germany
S0031040,P0057,Synthetic fixture product,6,2023-11-15 12:00:00,27.04,SYN0031,Netherlands
S0036025,P0036,Synthetic fixture product,1,2023-11-16 10:00:00,11.83,SYN0036,United Kingdom
S0116010,P0036,Synthetic fixture product,1,2023-11-16 10:00:00,25.28,SYN0116,United Kingdom
S0000045,P0000,Synthetic fixture product,4,2023-11-16 10:00:00,10.97,SYN0000,United Kingdom
S0016013,P0016,Synthetic fixture product,6,2023-11-16 10:00:00,23.48,SYN0016,United Kingdom
S0096028,P0016,Synthetic fixture product,1,2023-11-16 10:00:00,24.99,SYN0096,United Kingdom
S0047013,P0047,Synthetic fixture product,3,2023-11-16 10:00:00,14.87,SYN0047,Netherlands
S0016013,P0029,Synthetic fixture product,5,2023-11-16 11:00:00,18.95,SYN0016,United Kingdom
S0036025,P0049,Synthetic fixture product,2,2023-11-16 11:00:00,9.59,SYN0036,United Kingdom
S0096028,P0029,Synthetic fixture product,1,2023-11-16 11:00:00,13.55,SYN0096,United Kingdom
S0016013,P0042,Synthetic fixture product,4,2023-11-16 12:00:00,22.19,SYN0016,United Kingdom
S0111012,P0031,Synthetic fixture product,5,2023-11-17 10:00:00,13.72,SYN0111,Netherlands
S0070020,P0070,Synthetic fixture product,1,2023-11-17 10:00:00,12.41,SYN0070,Germany
S0105016,P0025,Synthetic fixture product,1,2023-11-18 10:00:00,13.01,SYN0105,France
S0105016,P0038,Synthetic fixture product,1,2023-11-18 11:00:00,10.33,SYN0105,France
S0055009,P0055,Synthetic fixture product,3,2023-11-19 10:00:00,15.95,SYN0055,Netherlands
S0100021,P0020,Synthetic fixture product,3,2023-11-19 10:00:00,16.59,SYN0100,United Kingdom
S0102019,P0022,Synthetic fixture product,4,2023-11-19 10:00:00,5.93,SYN0102,Germany
S0115010,P0035,Synthetic fixture product,3,2023-11-19 10:00:00,23.55,SYN0115,Netherlands
S0055009,P0068,Synthetic fixture product,6,2023-11-19 11:00:00,16.12,SYN0055,Netherlands
S0115010,P0048,Synthetic fixture product,5,2023-11-19 11:00:00,25.72,SYN0115,Netherlands
S0100021,P0033,Synthetic fixture product,4,2023-11-19 11:00:00,26.5,SYN0100,United Kingdom
S0102019,P0035,Synthetic fixture product,1,2023-11-19 11:00:00,6.48,SYN0102,Germany
S0115010,P0061,Synthetic fixture product,2,2023-11-19 12:00:00,21.74,SYN0115,Netherlands
S0037023,P0037,Synthetic fixture product,5,2023-11-20 10:00:00,8.45,SYN0037,France
S0106015,P0026,Synthetic fixture product,3,2023-11-20 10:00:00,13.15,SYN0106,Germany
S0062044,P0062,Synthetic fixture product,5,2023-11-20 10:00:00,25.61,SYN0062,Germany
S0065030,P0065,Synthetic fixture product,1,2023-11-20 10:00:00,30.17,SYN0065,France
S0065030,P0078,Synthetic fixture product,4,2023-11-20 11:00:00,23.23,SYN0065,France
S0106015,P0039,Synthetic fixture product,1,2023-11-20 11:00:00,12.68,SYN0106,Germany
S0062044,P0075,Synthetic fixture product,4,2023-11-20 11:00:00,20.14,SYN0062,Germany
S0065030,P0011,Synthetic fixture product,3,2023-11-20 12:00:00,26.26,SYN0065,France
S0056009,P0056,Synthetic fixture product,2,2023-11-21 10:00:00,13.95,SYN0056,United Kingdom
S0101021,P0021,Synthetic fixture product,5,2023-11-21 10:00:00,21.24,SYN0101,France
S0032038,P0032,Synthetic fixture product,2,2023-11-21 10:00:00,32.0,SYN0032,United Kingdom
S0035026,P0035,Synthetic fixture product,3,2023-11-21 10:00:00,7.16,SYN0035,Netherlands
S0051012,P0051,Synthetic fixture product,2,2023-11-21 10:00:00,9.58,SYN0051,Netherlands
S0032038,P0045,Synthetic fixture product,4,2023-11-21 11:00:00,17.52,SYN0032,United Kingdom
S0035026,P0048,Synthetic fixture product,6,2023-11-21 11:00:00,8.32,SYN0035,Netherlands
S0101021,P0034,Synthetic fixture product,2,2023-11-21 11:00:00,28.01,SYN0101,France
S0056009,P0069,Synthetic fixture product,3,2023-11-21 11:00:00,12.05,SYN0056,United Kingdom
S0101021,P0047,Synthetic fixture product,1,2023-11-21 12:00:00,22.99,SYN0101,France
S0056009,P0002,Synthetic fixture product,6,2023-11-21 12:00:00,15.15,SYN0056,United Kingdom
S0031041,P0031,Synthetic fixture product,4,2023-11-22 10:00:00,28.49,SYN0031,Netherlands
S0067025,P0067,Synthetic fixture product,2,2023-11-22 10:00:00,21.25,SYN0067,Netherlands
S0066029,P0066,Synthetic fixture product,2,2023-11-22 10:00:00,31.35,SYN0066,Germany
S0012015,P0012,Synthetic fixture product,1,2023-11-22 10:00:00,15.94,SYN0012,United Kingdom
S0001039,P0001,Synthetic fixture product,6,2023-11-22 10:00:00,11.61,SYN0001,France
S0001039,P0014,Synthetic fixture product,5,2023-11-22 11:00:00,12.47,SYN0001,France
S0067025,P0000,Synthetic fixture product,3,2023-11-22 11:00:00,28.85,SYN0067,Netherlands
S0066029,P0079,Synthetic fixture product,6,2023-11-22 11:00:00,17.81,SYN0066,Germany
S0067025,P0013,Synthetic fixture product,3,2023-11-22 12:00:00,32.75,SYN0067,Netherlands
S0066029,P0012,Synthetic fixture product,1,2023-11-22 12:00:00,21.18,SYN0066,Germany
S0025009,P0025,Synthetic fixture product,6,2023-11-23 10:00:00,14.72,SYN0025,France
S0000046,P0000,Synthetic fixture product,3,2023-11-23 10:00:00,9.98,SYN0000,United Kingdom
S0095033,P0015,Synthetic fixture product,6,2023-11-23 10:00:00,19.28,SYN0095,Netherlands
S0071020,P0071,Synthetic fixture product,5,2023-11-23 10:00:00,14.01,SYN0071,Netherlands
S0072017,P0072,Synthetic fixture product,2,2023-11-23 10:00:00,12.7,SYN0072,United Kingdom
S0095033,P0028,Synthetic fixture product,6,2023-11-23 11:00:00,14.85,SYN0095,Netherlands
S0071020,P0004,Synthetic fixture product,2,2023-11-23 11:00:00,12.47,SYN0071,Netherlands
S0000046,P0013,Synthetic fixture product,3,2023-11-23 11:00:00,6.06,SYN0000,United Kingdom
S0025009,P0038,Synthetic fixture product,1,2023-11-23 11:00:00,14.2,SYN0025,France
S0072017,P0005,Synthetic fixture product,1,2023-11-23 11:00:00,13.36,SYN0072,United Kingdom
S0072017,P0018,Synthetic fixture product,1,2023-11-23 12:00:00,9.83,SYN0072,United Kingdom
S0095033,P0041,Synthetic fixture product,1,2023-11-23 12:00:00,15.02,SYN0095,Netherlands
S0041019,P0041,Synthetic fixture product,2,2023-11-24 10:00:00,18.96,SYN0041,France
S0010019,P0010,Synthetic fixture product,4,2023-11-24 10:00:00,25.06,SYN0010,Germany
S0002034,P0002,Synthetic fixture product,1,2023-11-24 10:00:00,8.0,SYN0002,Germany
S0010019,P0023,Synthetic fixture product,2,2023-11-24 11:00:00,22.91,SYN0010,Germany
S0010019,P0036,Synthetic fixture product,5,2023-11-24 12:00:00,18.51,SYN0010,Germany
S0081012,P0001,Synthetic fixture product,3,2023-11-25 10:00:00,14.95,SYN0081,France
S0006025,P0006,Synthetic fixture product,2,2023-11-25 10:00:00,13.88,SYN0006,Germany
S0097026,P0017,Synthetic fixture product,5,2023-11-25 10:00:00,26.49,SYN0097,France
S0015014,P0015,Synthetic fixture product,4,2023-11-25 10:00:00,17.16,SYN0015,Netherlands
S0085010,P0005,Synthetic fixture product,6,2023-11-25 10:00:00,7.78,SYN0085,France
S0042017,P0042,Synthetic fixture product,5,2023-11-25 10:00:00,13.08,SYN0042,Germany
S0085010,P0018,Synthetic fixture product,4,2023-11-25 11:00:00,7.14,SYN0085,France
S0015014,P0028,Synthetic fixture product,3,2023-11-25 11:00:00,19.52,SYN0015,Netherlands
S0006025,P0019,Synthetic fixture product,1,2023-11-25 11:00:00,10.9,SYN0006,Germany
S0042017,P0055,Synthetic fixture product,3,2023-11-25 11:00:00,19.5,SYN0042,Germany
S0085010,P0031,Synthetic fixture product,1,2023-11-25 12:00:00,10.53,SYN0085,France
S0015014,P0041,Synthetic fixture product,1,2023-11-25 12:00:00,30.5,SYN0015,Netherlands
S0042017,P0068,Synthetic fixture product,6,2023-11-25 12:00:00,12.73,SYN0042,Germany
S0096029,P0016,Synthetic fixture product,1,2023-11-26 10:00:00,19.97,SYN0096,United Kingdom
S0096029,P0029,Synthetic fixture product,3,2023-11-26 11:00:00,17.64,SYN0096,United Kingdom
S0096029,P0042,Synthetic fixture product,6,2023-11-26 12:00:00,15.0,SYN0096,United Kingdom
S0062045,P0062,Synthetic fixture product,4,2023-11-27 10:00:00,22.76,SYN0062,Germany
S0050012,P0050,Synthetic fixture product,4,2023-11-27 10:00:00,20.91,SYN0050,Germany
S0005026,P0005,Synthetic fixture product,1,2023-11-27 10:00:00,14.76,SYN0005,France
S0062045,P0075,Synthetic fixture product,4,2023-11-27 11:00:00,25.33,SYN0062,Germany
S0050012,P0063,Synthetic fixture product,1,2023-11-27 11:00:00,23.08,SYN0050,Germany
S0005026,P0018,Synthetic fixture product,2,2023-11-27 11:00:00,9.14,SYN0005,France
S0062045,P0008,Synthetic fixture product,4,2023-11-27 12:00:00,15.75,SYN0062,Germany
S0050012,P0076,Synthetic fixture product,6,2023-11-27 12:00:00,24.29,SYN0050,Germany
S0036026,P0036,Synthetic fixture product,6,2023-11-28 10:00:00,10.97,SYN0036,United Kingdom
S0057010,P0057,Synthetic fixture product,5,2023-11-28 10:00:00,15.15,SYN0057,France
S0086010,P0006,Synthetic fixture product,5,2023-11-28 10:00:00,7.3,SYN0086,Germany
S0007021,P0007,Synthetic fixture product,3,2023-11-28 10:00:00,19.92,SYN0007,Netherlands
S0057010,P0070,Synthetic fixture product,6,2023-11-28 11:00:00,15.84,SYN0057,France
S0036026,P0049,Synthetic fixture product,4,2023-11-28 11:00:00,8.19,SYN0036,United Kingdom
S0007021,P0020,Synthetic fixture product,1,2023-11-28 11:00:00,19.74,SYN0007,Netherlands
S0036026,P0062,Synthetic fixture product,1,2023-11-28 12:00:00,7.48,SYN0036,United Kingdom
S0032039,P0032,Synthetic fixture product,1,2023-11-29 10:00:00,26.95,SYN0032,United Kingdom
S0031042,P0031,Synthetic fixture product,3,2023-11-29 10:00:00,18.85,SYN0031,Netherlands
S0040019,P0040,Synthetic fixture product,6,2023-11-29 10:00:00,18.55,SYN0040,United Kingdom
S0090009,P0010,Synthetic fixture product,2,2023-11-29 10:00:00,13.7,SYN0090,Germany
S0040019,P0053,Synthetic fixture product,5,2023-11-29 11:00:00,16.2,SYN0040,United Kingdom
S0032039,P0045,Synthetic fixture product,6,2023-11-29 11:00:00,17.25,SYN0032,United Kingdom
S0031042,P0044,Synthetic fixture product,6,2023-11-29 11:00:00,19.82,SYN0031,Netherlands
S0040019,P0066,Synthetic fixture product,6,2023-11-29 12:00:00,12.69,SYN0040,United Kingdom
S0032039,P0058,Synthetic fixture product,3,2023-11-29 12:00:00,23.75,SYN0032,United Kingdom
S0077015,P0077,Synthetic fixture product,2,2023-11-30 10:00:00,15.84,SYN0077,France
S0001040,P0001,Synthetic fixture product,6,2023-11-30 10:00:00,11.35,SYN0001,France
S0011018,P0011,Synthetic fixture product,5,2023-11-30 10:00:00,16.58,SYN0011,Netherlands
S0000047,P0000,Synthetic fixture product,2,2023-11-30 10:00:00,8.35,SYN0000,United Kingdom
S0045014,P0045,Synthetic fixture product,5,2023-11-30 10:00:00,23.38,SYN0045,France
S0065031,P0065,Synthetic fixture product,5,2023-11-30 10:00:00,19.04,SYN0065,France
S0011018,P0024,Synthetic fixture product,6,2023-11-30 11:00:00,15.02,SYN0011,Netherlands
S0045014,P0058,Synthetic fixture product,2,2023-11-30 11:00:00,22.09,SYN0045,France
S0001040,P0014,Synthetic fixture product,4,2023-11-30 11:00:00,10.35,SYN0001,France
S0000047,P0013,Synthetic fixture product,3,2023-11-30 11:00:00,10.85,SYN0000,United Kingdom
S0077015,P0010,Synthetic fixture product,6,2023-11-30 11:00:00,14.22,SYN0077,France
S0045014,P0071,Synthetic fixture product,6,2023-11-30 12:00:00,19.04,SYN0045,France
S0001040,P0027,Synthetic fixture product,5,2023-11-30 12:00:00,11.21,SYN0001,France
S0077015,P0023,Synthetic fixture product,2,2023-11-30 12:00:00,15.15,SYN0077,France
S0000047,P0026,Synthetic fixture product,1,2023-11-30 12:00:00,8.25,SYN0000,United Kingdom
S0011018,P0037,Synthetic fixture product,5,2023-11-30 12:00:00,16.96,SYN0011,Netherlands
S0110013,P0030,Synthetic fixture product,5,2023-12-01 10:00:00,17.44,SYN0110,Germany
S0112012,P0032,Synthetic fixture product,3,2023-12-01 10:00:00,20.98,SYN0112,United Kingdom
S0107015,P0027,Synthetic fixture product,4,2023-12-01 10:00:00,15.07,SYN0107,Netherlands
S0107015,P0040,Synthetic fixture product,2,2023-12-01 11:00:00,15.92,SYN0107,Netherlands
S0112012,P0045,Synthetic fixture product,2,2023-12-01 11:00:00,23.3,SYN0112,United Kingdom
S0107015,P0053,Synthetic fixture product,3,2023-12-01 12:00:00,16.1,SYN0107,Netherlands
S0035027,P0035,Synthetic fixture product,6,2023-12-02 10:00:00,9.68,SYN0035,Netherlands
S0070021,P0070,Synthetic fixture product,5,2023-12-02 10:00:00,8.2,SYN0070,Germany
S0095034,P0015,Synthetic fixture product,4,2023-12-02 10:00:00,13.4,SYN0095,Netherlands
S0070021,P0003,Synthetic fixture product,1,2023-12-02 11:00:00,9.69,SYN0070,Germany
S0035027,P0048,Synthetic fixture product,3,2023-12-02 11:00:00,8.17,SYN0035,Netherlands
S0035027,P0061,Synthetic fixture product,6,2023-12-02 12:00:00,8.62,SYN0035,Netherlands
S0066030,P0066,Synthetic fixture product,3,2023-12-03 10:00:00,18.19,SYN0066,Germany
S0100022,P0020,Synthetic fixture product,5,2023-12-03 10:00:00,26.94,SYN0100,United Kingdom
S0075016,P0075,Synthetic fixture product,4,2023-12-03 10:00:00,13.65,SYN0075,Netherlands
S0100022,P0033,Synthetic fixture product,5,2023-12-03 11:00:00,21.45,SYN0100,United Kingdom
S0075016,P0008,Synthetic fixture product,1,2023-12-03 11:00:00,15.03,SYN0075,Netherlands
S0100022,P0046,Synthetic fixture product,3,2023-12-03 12:00:00,27.62,SYN0100,United Kingdom
S0061008,P0061,Synthetic fixture product,3,2023-12-04 10:00:00,17.67,SYN0061,France
S0046014,P0046,Synthetic fixture product,6,2023-12-04 10:00:00,21.47,SYN0046,Germany
S0076016,P0076,Synthetic fixture product,3,2023-12-05 10:00:00,13.34,SYN0076,United Kingdom
S0076016,P0009,Synthetic fixture product,2,2023-12-05 11:00:00,12.09,SYN0076,United Kingdom
S0076016,P0022,Synthetic fixture product,5,2023-12-05 12:00:00,16.68,SYN0076,United Kingdom
S0030008,P0030,Synthetic fixture product,2,2023-12-06 10:00:00,22.98,SYN0030,Germany
S0101022,P0021,Synthetic fixture product,5,2023-12-06 10:00:00,22.63,SYN0101,France
S0031043,P0031,Synthetic fixture product,3,2023-12-06 10:00:00,19.45,SYN0031,Netherlands
